date,symbol,ret
2025-09-08,AAPL,-0.007551402650500583
2025-09-09,AAPL,-0.014839412310012845
2025-09-10,AAPL,-0.03225948363240483
2025-09-11,AAPL,0.014286344459361722
2025-09-12,AAPL,0.017562991653877313
2025-09-15,AAPL,0.011235905200573493
2025-09-16,AAPL,0.006125886829152938
2025-09-17,AAPL,0.003527257682534257
2025-09-18,AAPL,-0.004644576907642972
2025-09-19,AAPL,0.03203291306373979
2025-09-22,AAPL,0.043095700465100695
2025-09-23,AAPL,-0.00644325892472386
2025-09-24,AAPL,-0.00833236483994404
2025-09-25,AAPL,0.018072960876120314
2025-09-26,AAPL,-0.0054890828406448655
2025-09-29,AAPL,-0.004031959845059219
2025-09-30,AAPL,0.0007861004710238984
2025-10-01,AAPL,0.003220330351537015
2025-10-02,AAPL,0.006576638338942287
2025-10-03,AAPL,0.0034612513299712155
2025-10-06,AAPL,-0.0051546117135026215
2025-10-07,AAPL,-0.0008180341665524615
2025-10-08,AAPL,0.00616028826380699
2025-10-09,AAPL,-0.01557785637436715
2025-10-10,AAPL,-0.03452205816262133
2025-10-13,AAPL,0.009744341420789837
2025-10-14,AAPL,0.00044415864468594357
2025-10-15,AAPL,0.006336529564029414
2025-10-16,AAPL,-0.007580006053321764
2025-10-17,AAPL,0.019559441912186948
2025-10-20,AAPL,0.03943876231500254
2025-10-21,AAPL,0.0020210237725979407
2025-10-22,AAPL,-0.016440156296572916
2025-10-23,AAPL,0.004372103072468825
2025-10-24,AAPL,0.012481878875396424
2025-10-27,AAPL,0.02279111912415832
2025-10-28,AAPL,0.0007068314349076843
2025-10-29,AAPL,0.0026023003490212027
2025-10-30,AAPL,0.006303226049785504
2025-03-04,TSLA,
2025-03-05,TSLA,0.025952056083059283
2025-03-06,TSLA,-0.056073068986891905
2025-03-07,TSLA,-0.0029607088371812473
2025-03-10,TSLA,-0.1542620682219512
2025-03-11,TSLA,0.037947369642955975
2025-03-12,TSLA,0.0759389121683911
2025-03-13,TSLA,-0.02986820819658198
2025-03-14,TSLA,0.038640532386444715
2025-03-17,TSLA,-0.04788383640805238
2025-03-18,TSLA,-0.05335909096824687
2025-03-19,TSLA,0.046824389357219776
2025-03-20,TSLA,0.0016958954271570903
2025-03-21,TSLA,0.05269623506518384
2025-03-24,TSLA,0.11933580126800525
2025-03-25,TSLA,0.03502280788451673
2025-03-26,TSLA,-0.05580626179068926
2025-03-27,TSLA,0.0039329829222258805
2025-03-28,TSLA,-0.03507493471452938
2025-03-31,TSLA,-0.016657121359109794
2025-04-01,TSLA,0.035885119854736525
2025-04-02,TSLA,0.05326685079977622
2025-04-03,TSLA,-0.05474611137253549
2025-04-04,TSLA,-0.10419786826814681
2025-04-07,TSLA,-0.025644236634809525
2025-04-08,TSLA,-0.048994783337158565
2025-04-09,TSLA,0.22689989839624536
2025-04-10,TSLA,-0.07274069589492627
2025-04-11,TSLA,-0.00035656236159631316
2025-04-14,TSLA,0.00015856900364230597
2025-04-15,TSLA,0.0069744183248166
2025-04-16,TSLA,-0.049427403598542585
2025-04-17,TSLA,-0.0007452201709629014
2025-04-21,TSLA,-0.05746362595919796
2025-04-22,TSLA,0.04602198338770602
2025-04-23,TSLA,0.0536622440095611
2025-04-24,TSLA,0.0349764859229853
2025-04-25,TSLA,0.09803091011549903
2025-04-28,TSLA,0.0032637046356942534
2025-04-29,TSLA,0.021512501019458785
2025-04-30,TSLA,-0.03379788089732105
2025-05-01,TSLA,-0.005812356915055328
2025-05-02,TSLA,0.023848576584252656
2025-05-05,TSLA,-0.024198258752220814
2025-05-06,TSLA,-0.017519458684867262
2025-05-07,TSLA,0.003159597232260225
2025-05-08,TSLA,0.031134624811778533
2025-05-09,TSLA,0.04718770485146129
2025-05-12,TSLA,0.06745790403815088
2025-05-13,TSLA,0.049280740626853614
2025-05-14,TSLA,0.04073991993646375
2025-05-15,TSLA,-0.013978329078298546
2025-05-16,TSLA,0.0208856061756566
2025-05-19,TSLA,-0.022544186527114873
2025-05-20,TSLA,0.005057180873010214
2025-05-21,TSLA,-0.026758222357769146
2025-05-22,TSLA,0.019185982671137136
2025-05-23,TSLA,-0.004984788190348977
2025-05-27,TSLA,0.06939947711644767
2025-05-28,TSLA,-0.016506435862546853
2025-05-29,TSLA,0.004286911755287504
2025-05-30,TSLA,-0.03339564619395741
2025-06-02,TSLA,-0.01088145559849063
2025-06-03,TSLA,0.004610541775392996
2025-06-04,TSLA,-0.03549540073392177
2025-06-05,TSLA,-0.14259893789082123
2025-06-06,TSLA,0.036670186138995975
2025-06-09,TSLA,0.04553761352840424
2025-06-10,TSLA,0.05674382827003055
2025-06-11,TSLA,0.0010426457165473302
2025-06-12,TSLA,-0.022424432461661592
2025-06-13,TSLA,0.019429076154419578
2025-06-16,TSLA,0.011742668079331553
2025-06-17,TSLA,-0.03882963749794621
2025-06-18,TSLA,0.0180179597897272
2025-06-20,TSLA,0.0003416111576173275
2025-06-23,TSLA,0.0823193093872907
2025-06-24,TSLA,-0.023545920693855638
2025-06-25,TSLA,-0.037947582404945
2025-06-26,TSLA,-0.0054037218123500486
2025-06-27,TSLA,-0.006599526995335614
2025-06-30,TSLA,-0.018446995428822777
2025-07-01,TSLA,-0.05335897504131726
2025-07-02,TSLA,0.04968242780731846
2025-07-03,TSLA,-0.0009503811144286889
2025-07-07,TSLA,-0.06789282780315342
2025-07-08,TSLA,0.013165935514200422
2025-07-09,TSLA,-0.0064806174796113725
2025-07-10,TSLA,0.0472826483827995
2025-07-11,TSLA,0.01174690904506881
2025-07-14,TSLA,0.010813001260769006
2025-07-15,TSLA,-0.01931207079538977
2025-07-16,TSLA,0.03504091219258654
2025-07-17,TSLA,-0.007025863995037018
2025-07-18,TSLA,0.03205907804067243
2025-07-21,TSLA,-0.0035188948387289143
2025-07-22,TSLA,0.0110201078413521
2025-07-23,TSLA,0.0013550095657464123
2025-07-24,TSLA,-0.08197020076301287
2025-07-25,TSLA,0.03524405566934252
2025-07-28,TSLA,0.030152499060024596
2025-07-29,TSLA,-0.013483166498468035
2025-07-30,TSLA,-0.006724793213012448
2025-07-31,TSLA,-0.03375758288237862
2025-08-01,TSLA,-0.01829559909125389
2025-08-04,TSLA,0.021907956170373222
2025-08-05,TSLA,-0.0017461311772288823
2025-08-06,TSLA,0.03624644466558724
2025-08-07,TSLA,0.007377028928595486
2025-08-08,TSLA,0.02290006868278205
2025-08-11,TSLA,0.02845443669493286
2025-08-12,TSLA,0.005338753399730889
2025-08-13,TSLA,-0.004283509772223915
2025-08-14,TSLA,-0.011196942235471519
2025-08-15,TSLA,-0.014959143019665277
2025-08-18,TSLA,0.013915797850586165
2025-08-19,TSLA,-0.017454368181154756
2025-08-20,TSLA,-0.016428300696053943
2025-08-21,TSLA,-0.011701168929731831
2025-08-22,TSLA,0.062166209505171155
2025-08-25,TSLA,0.019381771561470362
2025-08-26,TSLA,0.01462783391499567
2025-08-27,TSLA,-0.0058862207330171445
2025-08-28,TSLA,-0.010354676927882056
2025-08-29,TSLA,-0.03500206799409333
2025-09-02,TSLA,-0.01350828116207925
2025-09-03,TSLA,0.014361219324440011
2025-09-04,TSLA,0.01328983953448204
2025-09-05,TSLA,0.036363092201525005
2025-09-08,TSLA,-0.01265534855703887
2025-09-09,TSLA,0.001645517708609212
2025-09-10,TSLA,0.0023633378140295314
2025-09-11,TSLA,0.06043873744853956
2025-09-12,TSLA,0.07356092584909457
2025-09-15,TSLA,0.03561147147692467
2025-09-16,TSLA,0.028241113869250656
2025-09-17,TSLA,0.01005642588937583
2025-09-18,TSLA,-0.021157139806429193
2025-09-19,TSLA,0.022118270566640064
2025-09-22,TSLA,0.019104804353584193
2025-09-23,TSLA,-0.019253323313789705
2025-09-24,TSLA,0.03977927016229388
2025-09-25,TSLA,-0.04381307961359793
2025-09-26,TSLA,0.0401756741055197
2025-09-29,TSLA,0.00638055766924972
2025-09-30,TSLA,0.0034069849388267404
2025-10-01,TSLA,0.033144428390707636
2025-10-02,TSLA,-0.051059922281332826
2025-10-03,TSLA,-0.014151406944344913
2025-10-06,TSLA,0.054486690457546505
2025-10-07,TSLA,-0.044478772558432134
2025-10-08,TSLA,0.012930352007360923
2025-10-09,TSLA,-0.007180455170972544
2025-10-10,TSLA,-0.05062684914805626
2025-10-13,TSLA,0.054197209585187034
2025-10-14,TSLA,-0.015278742269702716
2025-10-15,TSLA,0.013768529951932784
2025-10-16,TSLA,-0.01470755828163206
2025-10-17,TSLA,0.02462973191508744
2025-10-20,TSLA,0.018483519979771268
2025-10-21,TSLA,-0.010794954856246153
2025-10-22,TSLA,-0.008201547294971134
2025-10-23,TSLA,0.022803402824313368
2025-10-24,TSLA,-0.03398817183887881
2025-10-27,TSLA,0.043115401997602554
2025-10-28,TSLA,0.017969970655449252
2025-10-29,TSLA,0.0020845119924046696
2025-10-30,TSLA,-0.04639120107705208
2025-03-04,^GSPC,
2025-03-05,^GSPC,0.011159277893187936
2025-03-06,^GSPC,-0.017819007085749905
2025-03-07,^GSPC,0.00552061780274804
2025-03-10,^GSPC,-0.0269730913054258
2025-03-11,^GSPC,-0.007567865323653167
2025-03-12,^GSPC,0.004886869929446425
2025-03-13,^GSPC,-0.013890984206835322
2025-03-14,^GSPC,0.021265869083087807
2025-03-17,^GSPC,0.006416130719105961
2025-03-18,^GSPC,-0.010653512117636543
2025-03-19,^GSPC,0.010798495567894584
2025-03-20,^GSPC,-0.0021848931523151816
2025-03-21,^GSPC,0.0008246534476661349
2025-03-24,^GSPC,0.017646000146633645
2025-03-25,^GSPC,0.0015743334544251475
2025-03-26,^GSPC,-0.011156934922627149
2025-03-27,^GSPC,-0.003306980860763864
2025-03-28,^GSPC,-0.01973722070834405
2025-03-31,^GSPC,0.005538521570653376
2025-04-01,^GSPC,0.0037812354559083605
2025-04-02,^GSPC,0.006728194715792668
2025-04-03,^GSPC,-0.04839563335990149
2025-04-04,^GSPC,-0.05974960534553109
2025-04-07,^GSPC,-0.0023314724921273955
2025-04-08,^GSPC,-0.015700524562941354
2025-04-09,^GSPC,0.09515387644904849
2025-04-10,^GSPC,-0.03460757958472693
2025-04-11,^GSPC,0.018092095201708958
2025-04-14,^GSPC,0.007944712390868913
2025-04-15,^GSPC,-0.0017277808903947145
2025-04-16,^GSPC,-0.0224083715440897
2025-04-17,^GSPC,0.0013268380955802073
2025-04-21,^GSPC,-0.023567493023827546
2025-04-22,^GSPC,0.025117204723895226
2025-04-23,^GSPC,0.01666113847096007
2025-04-24,^GSPC,0.020259113708281262
2025-04-25,^GSPC,0.007373133469998461
2025-04-28,^GSPC,0.0006407067039131409
2025-04-29,^GSPC,0.005802410694099036
2025-04-30,^GSPC,0.00147999135976562
2025-05-01,^GSPC,0.006299102138585644
2025-05-02,^GSPC,0.01472657412963474
2025-05-05,^GSPC,-0.006381597588933863
2025-05-06,^GSPC,-0.007693239651855532
2025-05-07,^GSPC,0.00434635623313584
2025-05-08,^GSPC,0.005799775094835535
2025-05-09,^GSPC,-0.0007114809122162891
2025-05-12,^GSPC,0.032558782749008364
2025-05-13,^GSPC,0.0072482009835321826
2025-05-14,^GSPC,0.001024415597859818
2025-05-15,^GSPC,0.004132332074135769
2025-05-16,^GSPC,0.007005272294898557
2025-05-19,^GSPC,0.0008761131291423752
2025-05-20,^GSPC,-0.0038802294486252054
2025-05-21,^GSPC,-0.01613513066101424
2025-05-22,^GSPC,-0.00044487103794299543
2025-05-23,^GSPC,-0.006708297825321674
2025-05-27,^GSPC,0.0204590558452733
2025-05-28,^GSPC,-0.005571225417268844
2025-05-29,^GSPC,0.004011194261904327
2025-05-30,^GSPC,-8.118516130162234e-05
2025-06-02,^GSPC,0.0041020419271569075
2025-06-03,^GSPC,0.005800290454605506
2025-06-04,^GSPC,7.36874595066439e-05
2025-06-05,^GSPC,-0.005277383403094138
2025-06-06,^GSPC,0.010280683010067904
2025-06-09,^GSPC,0.0009199480792858594
2025-06-10,^GSPC,0.00548298940767844
2025-06-11,^GSPC,-0.002743888954607865
2025-06-12,^GSPC,0.0038224199557175265
2025-06-13,^GSPC,-0.011296379879250695
2025-06-16,^GSPC,0.009392659896159117
2025-06-17,^GSPC,-0.008352184790166306
2025-06-18,^GSPC,-0.0003092402101070313
2025-06-20,^GSPC,-0.002178658486505891
2025-06-23,^GSPC,0.009606504133156335
2025-06-24,^GSPC,0.01112172017970181
2025-06-25,^GSPC,-3.2861029504172024e-06
2025-06-26,^GSPC,0.008020121275230219
2025-06-27,^GSPC,0.005218970885222163
2025-06-30,^GSPC,0.005164427424532603
2025-07-01,^GSPC,-0.001118531087121899
2025-07-02,^GSPC,0.004745096791088033
2025-07-03,^GSPC,0.008338955206607324
2025-07-07,^GSPC,-0.007862297279128794
2025-07-08,^GSPC,-0.0007158868810946961
2025-07-09,^GSPC,0.0060621034026635545
2025-07-10,^GSPC,0.0027462050044453346
2025-07-11,^GSPC,-0.0032975229626984737
2025-07-14,^GSPC,0.001407413809457303
2025-07-15,^GSPC,-0.003956298214731202
2025-07-16,^GSPC,0.003193657417327689
2025-07-17,^GSPC,0.00537376740890938
2025-07-18,^GSPC,-9.048620868445933e-05
2025-07-21,^GSPC,0.001399134882868358
2025-07-22,^GSPC,0.0006375316336257875
2025-07-23,^GSPC,0.007811886951519131
2025-07-24,^GSPC,0.0006982236416543941
2025-07-25,^GSPC,0.00397432777929585
2025-07-28,^GSPC,0.00017685810881817865
2025-07-29,^GSPC,-0.002959442388724254
2025-07-30,^GSPC,-0.0012494327466496813
2025-07-31,^GSPC,-0.0036948193411530106
2025-08-01,^GSPC,-0.015992133140148468
2025-08-04,^GSPC,0.01473710033091602
2025-08-05,^GSPC,-0.004857865996303334
2025-08-06,^GSPC,0.007281907295092482
2025-08-07,^GSPC,-0.0007974800154801898
2025-08-08,^GSPC,0.007799715348974834
2025-08-11,^GSPC,-0.0025041278217863283
2025-08-12,^GSPC,0.01134543584661274
2025-08-13,^GSPC,0.0032300788824048965
2025-08-14,^GSPC,0.00030309080129242716
2025-08-15,^GSPC,-0.0028971350972291088
2025-08-18,^GSPC,-0.00010076318078544588
2025-08-19,^GSPC,-0.005858103118756786
2025-08-20,^GSPC,-0.0024316693228262354
2025-08-21,^GSPC,-0.004004181529308926
2025-08-22,^GSPC,0.015186444876893468
2025-08-25,^GSPC,-0.004266385548063467
2025-08-26,^GSPC,0.004133995191134998
2025-08-27,^GSPC,0.0023909843081744153
2025-08-28,^GSPC,0.0031567194195349924
2025-08-29,^GSPC,-0.00639818429357164
2025-09-02,^GSPC,-0.006922279936861564
2025-09-03,^GSPC,0.0051000736279842585
2025-09-04,^GSPC,0.008346486409699372
2025-09-05,^GSPC,-0.003165152978388819
2025-09-08,^GSPC,0.0021059789159529885
2025-09-09,^GSPC,0.0026881536531127015
2025-09-10,^GSPC,0.002983469943562689
2025-09-11,^GSPC,0.008485890387959882
2025-09-12,^GSPC,-0.00048276131466740146
2025-09-15,^GSPC,0.004706619226962694
2025-09-16,^GSPC,-0.0012879303382402618
2025-09-17,^GSPC,-0.0009701681605103207
2025-09-18,^GSPC,0.004789119185128365
2025-09-19,^GSPC,0.004885418870829605
2025-09-22,^GSPC,0.004410046474333074
2025-09-23,^GSPC,-0.005502159197012135
2025-09-24,^GSPC,-0.002846617843333288
2025-09-25,^GSPC,-0.0050090613431266195
2025-09-26,^GSPC,0.005901836747171263
2025-09-29,^GSPC,0.00263554421636214
2025-09-30,^GSPC,0.0040908483833717035
2025-10-01,^GSPC,0.003399920834961989
2025-10-02,^GSPC,0.0006183547238911569
2025-10-03,^GSPC,6.551280273581206e-05
2025-10-06,^GSPC,0.0036465919796933033
2025-10-07,^GSPC,-0.0038114057910215715
2025-10-08,^GSPC,0.0058276636405680815
2025-10-09,^GSPC,-0.002755570407195318
2025-10-10,^GSPC,-0.02711167321141361
2025-10-13,^GSPC,0.015598671787557583
2025-10-14,^GSPC,-0.0015643266604626893
2025-10-15,^GSPC,0.004026001159503689
2025-10-16,^GSPC,-0.006294387099829435
2025-10-17,^GSPC,0.0052707155502571545
2025-10-20,^GSPC,0.010672270853256949
2025-10-21,^GSPC,3.2696450934288634e-05
2025-10-22,^GSPC,-0.005337539220865439
2025-10-23,^GSPC,0.0058273934429324825
2025-10-24,^GSPC,0.00790242258787388
2025-10-27,^GSPC,0.012290050865671143
2025-10-28,^GSPC,0.0022879438603986557
2025-10-29,^GSPC,-4.3578255173426506e-05
2025-10-30,^GSPC,-0.00990481243951924
