n_events,n_regular_hours,mean_total_log_return,mean_post_minus_pre,mean_vol_post_minus_pre,sentiment_compound_mean,sentiment_compound_std
300,107,-0.0011019015789540852,0.0010588716176527036,-0.0010562756890524435,0.22534466666666664,0.5426139797082313
